Country or Area,Year(s),Value
Azerbaijan,2001,3.9
Azerbaijan,2000,4.0
Azerbaijan,1999,0.2
Azerbaijan,1998,0.4
Azerbaijan,1997,0.1
Azerbaijan,1996,0.5
Azerbaijan,1995,0.7
Bahamas,2005,0.2
Bahamas,2004,0.2
Bahamas,2003,0.2
Bahamas,2002,0.2
Bahamas,2001,0.2
Bahamas,2000,0.0
Bahamas,1999,0.0
Bahamas,1998,0.0
Bahrain,2011,0.0
Bahrain,2010,0.0
Bahrain,2009,0.0
Bahrain,2008,0.0
Bahrain,2007,0.0
Bahrain,2006,0.0
Bahrain,2005,0.0
Bahrain,2004,0.0
Bahrain,2003,0.0
Bahrain,2002,0.0
Bahrain,2001,0.0
Bahrain,2000,0.0
Bahrain,1999,0.0
Bahrain,1998,0.0
Bahrain,1997,0.0
Bahrain,1996,0.0
Bahrain,1995,0.0
Bangladesh,2012,7.2
Bangladesh,2011,6.8
Bangladesh,2010,7.5
Bangladesh,2009,7.2
Bangladesh,2008,5.7
Bangladesh,2007,7.6
Bangladesh,2006,7.5
Bangladesh,2005,8.2
Bangladesh,2004,8.9
Bangladesh,2003,8.8
Bangladesh,2002,8.0
Bangladesh,2001,7.5
Bangladesh,2000,6.9
Bangladesh,1999,6.1
Bangladesh,1998,5.3
Bangladesh,1997,4.6
Bangladesh,1996,3.1
Bangladesh,1995,3.0
Barbados,2012,2.3
Barbados,2011,1.7
Barbados,2010,2.2
Barbados,2009,2.1
Barbados,2008,2.2
Barbados,2007,1.0
Barbados,2006,1.1
Barbados,2005,1.2
Barbados,2004,1.8
Barbados,2003,0.3
Barbados,2002,4.2
Barbados,2001,4.5
Barbados,2000,4.0
Barbados,1999,4.2
Barbados,1998,4.5
Barbados,1997,4.9
Barbados,1996,5.2
Barbados,1995,5.4
Belarus,2012,0.5
Belarus,2011,0.3
Belarus,2010,0.5
Belarus,2009,0.2
Belarus,2008,0.2
Belarus,2007,0.1
Belarus,2006,0.2
Belarus,2005,0.1
Belarus,2004,0.1
Belarus,2003,0.1
Belarus,2002,0.2
Belarus,2001,0.2
Belarus,2000,0.1
Belarus,1999,0.1
Belarus,1998,0.0
Belarus,1997,0.1
Belarus,1996,0.1
Belarus,1995,0.1
Belgium,2006,0.0
Belgium,2005,0.0
Belgium,2004,0.0
Belgium,2003,0.0
Belgium,2002,0.0
Belgium,2001,0.0
Belgium,2000,0.0
Belgium,1999,0.0
Belgium,1998,0.0
Belgium,1997,0.0
Belgium,1996,0.0
Belgium,1995,0.0
Belize,2012,1.2
Belize,2011,4.2
Belize,2010,5.0
Belize,2009,0.6
Belize,2008,4.3
Belize,2007,5.3
Belize,2006,2.9
Belize,2005,1.3
Belize,2004,2.8
Belize,2003,2.5
Belize,2002,0.7
Belize,2001,1.2
Belize,2000,2.1
Belize,1999,4.2
Belize,1998,4.2
Belize,1997,6.2
Belize,1996,6.9
Belize,1995,6.1
Benin,2012,32.0
Benin,2011,35.3
Benin,2010,32.8
Benin,2009,24.3
Benin,2008,24.2
Benin,2007,18.6
Benin,2006,21.0
Benin,2005,21.1
Benin,2004,17.2
Benin,2003,16.6
Benin,2002,19.0
Benin,2001,17.0
Benin,2000,17.0
Benin,1999,13.1
Benin,1998,14.5
Benin,1997,18.3
Benin,1996,12.0
Benin,1995,19.6
Bhutan,2012,11.6
Bhutan,2011,17.2
Bhutan,2010,13.3
Bhutan,2009,8.9
Bhutan,2008,23.6
Bhutan,2007,16.6
Bhutan,2006,8.1
Bhutan,2005,13.6
Bhutan,2004,13.2
Bhutan,2003,16.2
Bhutan,2002,28.3
Bhutan,2001,20.6
Bhutan,2000,21.3
Bhutan,1999,25.2
Bhutan,1998,26.0
Bhutan,1997,28.8
Bhutan,1996,28.6
Bolivia (Plurinational State of),2012,3.8
Bolivia (Plurinational State of),2011,4.9
Bolivia (Plurinational State of),2010,3.9
Bolivia (Plurinational State of),2009,6.0
Bolivia (Plurinational State of),2008,6.6
Bolivia (Plurinational State of),2007,9.1
Bolivia (Plurinational State of),2006,9.9
Bolivia (Plurinational State of),2005,9.8
Bolivia (Plurinational State of),2004,11.7
Bolivia (Plurinational State of),2003,9.3
Bolivia (Plurinational State of),2002,6.9
Bolivia (Plurinational State of),2001,7.1
Bolivia (Plurinational State of),2000,6.0
Bolivia (Plurinational State of),1999,5.7
Bolivia (Plurinational State of),1998,6.0
Bolivia (Plurinational State of),1997,7.4
Bolivia (Plurinational State of),1996,5.2
Bolivia (Plurinational State of),1995,6.9
Bosnia and Herzegovina,2012,1.7
Bosnia and Herzegovina,2011,2.4
Bosnia and Herzegovina,2010,1.4
Bosnia and Herzegovina,2009,1.1
Bosnia and Herzegovina,2008,1.5
Bosnia and Herzegovina,2007,2.1
Bosnia and Herzegovina,2006,1.0
Bosnia and Herzegovina,2005,0.7
Bosnia and Herzegovina,2004,1.6
Bosnia and Herzegovina,2003,1.9
Bosnia and Herzegovina,2002,1.8
Bosnia and Herzegovina,2001,2.0
Bosnia and Herzegovina,2000,9.0
Bosnia and Herzegovina,1999,2.2
Bosnia and Herzegovina,1998,9.8
Bosnia and Herzegovina,1997,20.3
Bosnia and Herzegovina,1996,0.1
Bosnia and Herzegovina,1995,0.7
Botswana,2012,15.6
Botswana,2011,10.0
Botswana,2010,7.9
Botswana,2009,12.6
Botswana,2008,9.7
Botswana,2007,5.5
Botswana,2006,3.4
Botswana,2005,5.2
Botswana,2004,3.1
Botswana,2003,3.5
Botswana,2002,0.5
Botswana,2001,0.4
Botswana,2000,0.5
Botswana,1999,0.7
Botswana,1998,1.0
Botswana,1997,0.8
Botswana,1996,0.9
Botswana,1995,1.3
Brazil,2012,0.1
Brazil,2011,0.3
Brazil,2010,0.3
Brazil,2009,0.1
Brazil,2008,0.1
Brazil,2007,0.1
Brazil,2006,0.1
Brazil,2005,0.1
Brazil,2004,0.6
Brazil,2003,0.2
Brazil,2002,0.5
Brazil,2001,0.5
Brazil,2000,0.5
Brazil,1999,0.5
Brazil,1998,0.3
Brazil,1997,0.2
Brazil,1996,0.5
Brazil,1995,0.2
Bulgaria,2006,0.2
Bulgaria,2003,1.0
Bulgaria,2002,1.3
Bulgaria,2001,1.5
Bulgaria,2000,1.9
Bulgaria,1999,0.5
Bulgaria,1998,0.1
Bulgaria,1997,0.2
Bulgaria,1996,1.4
Burkina Faso,2012,31.4
Burkina Faso,2011,25.7
Burkina Faso,2010,36.1
Burkina Faso,2009,26.1
Burkina Faso,2008,29.3
Burkina Faso,2007,29.8
Burkina Faso,2006,30.3
Burkina Faso,2005,35.7
Burkina Faso,2004,26.7
Burkina Faso,2003,20.4
Burkina Faso,2002,14.5
Burkina Faso,2001,13.0
Burkina Faso,2000,13.9
Burkina Faso,1999,10.5
Burkina Faso,1998,11.1
Burkina Faso,1997,13.9
Burkina Faso,1996,16.8
Burkina Faso,1995,16.6
Burundi,2012,46.3
Burundi,2011,46.4
Burundi,2010,50.7
Burundi,2009,56.2
Burundi,2008,35.1
Burundi,2007,32.7
Burundi,2006,28.3
Burundi,2005,25.9
Burundi,2004,25.4
Burundi,2003,18.9
Burundi,2002,15.5
Burundi,2001,16.2
Burundi,2000,18.7
Burundi,1999,22.2
Burundi,1998,22.3
Burundi,1997,22.8
Burundi,1996,22.1
Burundi,1995,13.4
Cabo Verde,2012,28.4
Cabo Verde,2011,18.0
Cabo Verde,2010,9.4
Cabo Verde,2009,2.9
Cabo Verde,2008,5.5
Cabo Verde,2007,20.4
Cabo Verde,2006,22.6
Cabo Verde,2005,17.7
Cabo Verde,2004,21.5
Cabo Verde,2003,9.2
Cabo Verde,2002,14.8
Cabo Verde,2001,14.6
Cabo Verde,2000,13.0
Cabo Verde,1999,8.1
Cabo Verde,1998,7.3
Cabo Verde,1997,6.4
Cabo Verde,1996,1.1
Cabo Verde,1995,3.5
Cambodia,2012,15.3
Cambodia,2011,15.0
Cambodia,2010,16.5
Cambodia,2009,19.7
Cambodia,2008,19.6
Cambodia,2007,24.1
Cambodia,2006,23.9
Cambodia,2005,18.6
Cambodia,2004,11.4
Cambodia,2003,9.4
Cambodia,2002,8.3
Cambodia,2001,10.1
Cambodia,2000,8.6
Cambodia,1999,11.2
Cambodia,1998,16.0
Cambodia,1997,22.8
Cambodia,1996,26.0
Cambodia,1995,14.9
Cameroon,2012,9.3
Cameroon,2011,4.4
Cameroon,2010,7.2
Cameroon,2009,5.3
Cameroon,2008,5.7
Cameroon,2007,6.6
Cameroon,2006,5.7
Cameroon,2005,5.5
Cameroon,2004,6.8
Cameroon,2003,6.8
Cameroon,2002,6.0
Cameroon,2001,5.0
Cameroon,2000,4.2
Cameroon,1999,2.3
Cameroon,1998,3.2
Cameroon,1997,2.9
Cameroon,1996,2.7
Cameroon,1995,4.6
Central African Republic,2012,28.6
Central African Republic,2011,35.9
Central African Republic,2010,24.9
Central African Republic,2009,47.3
Central African Republic,2008,20.8
Central African Republic,2007,35.9
Central African Republic,2006,26.7
Central African Republic,2005,33.8
Central African Republic,2004,14.6
Central African Republic,2003,20.2
Central African Republic,2002,16.5
Central African Republic,2001,15.3
Central African Republic,2000,19.1
Central African Republic,1999,20.9
Central African Republic,1998,8.4
Central African Republic,1997,1.2
Central African Republic,1996,14.5
Central African Republic,1995,8.6
Chad,2012,14.7
Chad,2011,20.6
Chad,2010,8.1
Chad,2009,10.1
Chad,2008,8.5
Chad,2007,10.1
Chad,2006,16.7
Chad,2005,13.1
Chad,2004,14.7
Chad,2003,21.9
Chad,2002,14.3
Chad,2001,25.2
Chad,2000,24.9
Chad,1999,21.6
Chad,1998,20.0
Chad,1997,11.5
Chad,1996,19.3
Chad,1995,22.7
Chile,2012,0.0
Chile,2011,0.0
Chile,2010,0.0
Chile,2009,0.0
Chile,2008,0.1
Chile,2007,0.1
Chile,2006,0.2
Chile,2005,0.2
Chile,2004,0.1
Chile,2003,0.0
Chile,2002,0.0
Chile,2001,0.1
Chile,2000,0.1
Chile,1999,0.1
Chile,1998,0.1
Chile,1997,0.2
Chile,1996,0.8
Chile,1995,0.9
China,2012,0.1
China,2011,0.1
China,2010,0.1
China,2009,0.1
China,2008,0.2
China,2007,0.2
China,2006,0.1
China,2005,0.2
China,2004,0.1
China,2003,0.1
China,2002,0.0
China,2001,0.0
China,2000,0.1
China,1999,0.1
China,1998,0.1
China,1997,0.1
China,1996,0.1
China,1995,0.2
Colombia,2012,0.6
Colombia,2011,0.2
Colombia,2010,0.1
Colombia,2009,0.1
Colombia,2008,0.1
Colombia,2007,0.6
Colombia,2006,0.7
Colombia,2005,1.1
Colombia,2004,1.4
Colombia,2003,1.5
Colombia,2002,0.0
Colombia,2001,0.2
Colombia,2000,0.3
Colombia,1999,0.4
Colombia,1998,0.3
Colombia,1997,0.3
Colombia,1996,0.3
Colombia,1995,0.1
Comoros,2012,26.9
Comoros,2011,29.9
Comoros,2010,23.5
Comoros,2009,11.5
Comoros,2008,7.9
Comoros,2007,9.5
Comoros,2006,13.5
Comoros,2005,23.3
Comoros,2004,38.2
Comoros,2003,42.2
Comoros,2002,25.8
Comoros,2001,19.7
Comoros,2000,21.3
Comoros,1999,26.8
Comoros,1998,27.2
Comoros,1997,29.4
Comoros,1996,28.7
Comoros,1995,30.5
Congo,2012,7.7
Congo,2011,11.5
Congo,2010,4.6
Congo,2009,9.1
Congo,2008,6.0
Congo,2007,7.2
Congo,2006,6.5
Congo,2005,8.3
Congo,2004,8.3
Congo,2003,4.5
Congo,2002,4.5
Congo,2001,4.3
Congo,2000,4.6
Congo,1999,5.3
Congo,1998,5.5
Congo,1997,5.6
Congo,1996,5.6
Congo,1995,6.3
Cook Islands,2012,4.2
Cook Islands,2011,5.4
Cook Islands,2010,5.9
Cook Islands,2009,3.8
Cook Islands,2008,7.5
Cook Islands,2007,16.6
Cook Islands,2006,5.8
Cook Islands,2005,21.0
Cook Islands,2004,20.3
Cook Islands,2003,5.8
Cook Islands,2002,7.7
Cook Islands,2001,0.0
Cook Islands,2000,2.2
Cook Islands,1999,2.8
Cook Islands,1998,2.5
Cook Islands,1997,2.9
Cook Islands,1996,2.3
Costa Rica,2012,0.1
Costa Rica,2011,0.9
Costa Rica,2010,0.7
Costa Rica,2009,0.2
Costa Rica,2008,0.1
Costa Rica,2007,0.1
Costa Rica,2006,0.1
Costa Rica,2005,0.2
Costa Rica,2004,0.7
Costa Rica,2003,0.8
Costa Rica,2002,1.5
Costa Rica,2001,1.9
Costa Rica,2000,0.9
Costa Rica,1999,0.9
Costa Rica,1998,1.0
Costa Rica,1997,1.8
Costa Rica,1996,1.0
Costa Rica,1995,0.0
Côte d’Ivoire,2012,8.7
Côte d’Ivoire,2011,11.1
Côte d’Ivoire,2010,10.2
Côte d’Ivoire,2009,9.9
Côte d’Ivoire,2008,11.7
Côte d’Ivoire,2007,8.4
Côte d’Ivoire,2006,3.7
Côte d’Ivoire,2005,4.1
Côte d’Ivoire,2004,3.9
Côte d’Ivoire,2003,7.7
Côte d’Ivoire,2002,5.9
Côte d’Ivoire,2001,3.3
Côte d’Ivoire,2000,4.2
Côte d’Ivoire,1999,2.9
Côte d’Ivoire,1998,2.6
Côte d’Ivoire,1997,3.0
Côte d’Ivoire,1996,3.3
Côte d’Ivoire,1995,2.4
Croatia,2011,0.0
Croatia,2010,0.0
Croatia,2009,0.5
Croatia,2008,0.0
Croatia,2007,0.5
Croatia,2006,0.4
Croatia,2005,0.1
Croatia,2004,0.3
Croatia,2003,0.3
Croatia,2002,0.5
Croatia,2001,0.4
Croatia,2000,0.4
Croatia,1999,0.5
Croatia,1998,0.6
Croatia,1997,0.7
Croatia,1996,0.7
Croatia,1995,0.1
Cuba,2012,0.2
Cuba,2011,0.2
Cuba,2010,0.1
Cuba,2009,0.1
Cuba,2008,0.2
Cuba,2007,0.1
Cuba,2006,0.2
Cuba,2005,0.4
Cuba,2004,0.5
Cuba,2003,0.2
Cuba,2002,0.2
Cuba,2001,0.3
Cuba,2000,0.2
Cuba,1999,0.2
Cyprus,2005,1.3
Cyprus,2004,1.3
Cyprus,2003,1.3
Cyprus,2002,1.5
Cyprus,2001,1.6
Cyprus,2000,0.0
Cyprus,1999,0.0
Cyprus,1998,0.0
Cyprus,1997,0.0
Cyprus,1996,0.0
Cyprus,1995,0.0
Czech Republic,2007,0.0
Czech Republic,2006,0.0
Czech Republic,2005,0.0
Czech Republic,2004,0.0
Czech Republic,2003,0.0
Czech Republic,2002,0.0
Czech Republic,2001,0.0
Czech Republic,2000,0.0
Czech Republic,1999,0.0
Czech Republic,1998,0.0
Czech Republic,1997,0.0
Czech Republic,1996,0.0
Czech Republic,1995,0.0
Democratic Republic of the Congo,2012,50.4
Democratic Republic of the Congo,2011,39.9
Democratic Republic of the Congo,2010,40.3
Democratic Republic of the Congo,2009,35.9
Democratic Republic of the Congo,2008,34.0
Democratic Republic of the Congo,2007,25.1
Democratic Republic of the Congo,2006,35.2
Democratic Republic of the Congo,2005,20.9
Democratic Republic of the Congo,2004,21.4
Democratic Republic of the Congo,2003,19.6
Democratic Republic of the Congo,2002,7.2
Democratic Republic of the Congo,2001,3.7
Democratic Republic of the Congo,2000,2.8
Democratic Republic of the Congo,1999,3.4
Democratic Republic of the Congo,1998,4.5
Democratic Republic of the Congo,1997,7.5
Democratic Republic of the Congo,1996,2.5
Democratic Republic of the Congo,1995,5.4
Denmark,2010,0.0
Denmark,2009,0.0
Denmark,2008,0.0
Denmark,2007,0.0
Denmark,2006,0.0
Denmark,2005,0.0
Denmark,2004,0.0
Denmark,2003,0.0
Denmark,2002,0.0
Denmark,2001,0.0
Denmark,2000,0.0
Denmark,1999,0.0
Denmark,1998,0.0
Denmark,1997,0.0
Denmark,1996,0.0
Denmark,1995,0.0
Djibouti,2012,12.7
Djibouti,2011,12.6
Djibouti,2010,19.4
Djibouti,2009,24.2
Djibouti,2008,26.8
Djibouti,2007,18.8
Djibouti,2006,21.1
Djibouti,2005,11.9
Djibouti,2004,6.1
Djibouti,2003,10.2
Djibouti,2002,32.8
Djibouti,2001,34.0
Djibouti,2000,32.6
Djibouti,1999,31.0
Djibouti,1998,37.6
Djibouti,1997,44.7
Djibouti,1996,56.7
Djibouti,1995,54.2
Dominica,2012,4.0
Dominica,2011,5.2
Dominica,2010,2.6
Dominica,2009,3.1
Dominica,2008,0.0
Dominica,2007,7.0
Dominica,2006,1.9
Dominica,2005,0.0
Dominica,2004,2.2
Dominica,2003,0.0
Dominica,2002,2.7
Dominica,2001,3.6
Dominica,2000,3.7
Dominica,1999,3.3
Dominica,1998,3.9
Dominica,1997,6.1
Dominica,1996,4.7
Dominica,1995,0.1
Dominican Republic,2012,4.7
Dominican Republic,2011,5.1
Dominican Republic,2010,4.3
Dominican Republic,2009,2.2
Dominican Republic,2008,2.6
Dominican Republic,2007,4.7
Dominican Republic,2006,5.1
Dominican Republic,2005,2.7
Dominican Republic,2004,7.3
Dominican Republic,2003,8.1
Dominican Republic,2002,3.3
Dominican Republic,2001,1.5
Dominican Republic,2000,2.0
Dominican Republic,1999,2.5
Dominican Republic,1998,2.5
Dominican Republic,1997,1.2
Dominican Republic,1996,1.6
Dominican Republic,1995,0.9
Ecuador,2012,0.4
Ecuador,2011,0.3
Ecuador,2010,1.5
Ecuador,2009,0.7
Ecuador,2008,0.9
Ecuador,2007,0.8
Ecuador,2006,0.9
Ecuador,2005,0.5
Ecuador,2004,1.0
Ecuador,2003,0.5
Ecuador,2002,1.0
Ecuador,2001,1.8
Ecuador,2000,4.1
Ecuador,1999,3.2
Ecuador,1998,2.4
Ecuador,1997,2.1
Ecuador,1996,0.6
Ecuador,1995,0.5
Egypt,2012,0.4
Egypt,2011,0.5
Egypt,2010,0.6
Egypt,2009,1.5
Egypt,2008,1.4
Egypt,2007,2.0
Egypt,2006,1.5
Egypt,2005,1.3
Egypt,2004,1.0
Egypt,2003,0.7
Egypt,2002,0.8
Egypt,2001,0.9
Egypt,2000,1.0
Egypt,1999,1.2
Egypt,1998,1.4
Egypt,1997,1.6
Egypt,1996,2.2
Egypt,1995,2.7
El Salvador,2012,1.4
El Salvador,2011,5.5
El Salvador,2010,1.9
El Salvador,2009,7.5
El Salvador,2008,3.0
El Salvador,2007,3.3
El Salvador,2006,3.1
El Salvador,2005,2.9
El Salvador,2004,1.7
El Salvador,2003,1.2
El Salvador,2002,1.7
El Salvador,2001,2.1
El Salvador,2000,0.9
El Salvador,1999,1.5
El Salvador,1998,2.9
El Salvador,1997,3.2
El Salvador,1996,4.7
El Salvador,1995,3.3
Equatorial Guinea,2012,1.1
Equatorial Guinea,2011,2.1
Equatorial Guinea,2010,2.3
Equatorial Guinea,2009,2.7
Equatorial Guinea,2008,1.9
Equatorial Guinea,2007,5.1
Equatorial Guinea,2006,4.8
Equatorial Guinea,2005,3.0
Equatorial Guinea,2004,3.2
Equatorial Guinea,2003,5.7
Equatorial Guinea,2002,16.9
Equatorial Guinea,2001,12.6
Equatorial Guinea,2000,7.2
Equatorial Guinea,1999,17.3
Equatorial Guinea,1998,15.2
Equatorial Guinea,1997,7.2
Equatorial Guinea,1996,3.7
Equatorial Guinea,1995,3.0
Eritrea,2012,24.7
Eritrea,2011,71.6
Eritrea,2010,35.0
Eritrea,2009,54.7
Eritrea,2008,55.5
Eritrea,2007,41.1
Eritrea,2006,88.1
Eritrea,2005,88.5
Eritrea,2004,88.0
Eritrea,2003,72.3
Eritrea,2002,39.5
Eritrea,2001,42.5
Eritrea,2000,29.8
Eritrea,1999,27.1
Eritrea,1998,21.4
Eritrea,1997,8.2
Eritrea,1996,22.1
Eritrea,1995,16.4
Estonia,2010,0.9
Estonia,2009,4.1
Estonia,2008,1.6
Estonia,2007,1.1
Estonia,2006,0.6
Estonia,2005,0.4
Estonia,2004,0.4
Estonia,2003,0.1
Estonia,2002,0.0
Estonia,2001,0.0
Estonia,2000,0.3
Estonia,1999,3.6
Estonia,1998,0.0
Estonia,1997,0.0
Estonia,1996,0.0
Estonia,1995,0.0
Ethiopia,2012,50.3
Ethiopia,2011,51.8
Ethiopia,2010,37.8
Ethiopia,2009,32.6
Ethiopia,2008,39.8
Ethiopia,2007,38.1
Ethiopia,2006,35.5
Ethiopia,2005,38.0
Ethiopia,2004,38.9
Ethiopia,2003,20.9
Ethiopia,2002,10.5
Ethiopia,2001,19.8
Ethiopia,2000,16.5
Ethiopia,1999,15.0
Ethiopia,1998,12.5
Ethiopia,1997,15.2
Ethiopia,1996,12.7
Ethiopia,1995,12.7
Fiji,2012,7.3
Fiji,2011,7.8
Fiji,2010,8.7
Fiji,2009,6.1
Fiji,2008,5.9
Fiji,2007,3.4
Fiji,2006,5.7
Fiji,2005,8.4
Fiji,2004,13.2
Fiji,2003,6.7
Fiji,2002,8.1
Fiji,2001,9.1
Fiji,2000,7.4
Fiji,1999,7.6
Fiji,1998,0.7
Fiji,1997,0.0
Fiji,1996,0.3
Fiji,1995,5.8
Finland,2010,0.0
Finland,2009,0.0
Finland,2007,0.0
Finland,2006,0.0
Finland,2005,0.0
Finland,2004,0.0
Finland,2003,0.0
Finland,2002,0.0
Finland,2001,0.0
Finland,2000,0.0
Finland,1999,0.0
Finland,1998,0.0
Finland,1997,0.0
Finland,1996,0.0
Finland,1995,0.0
France,2007,0.0
France,2006,0.0
France,2005,0.0
France,2004,0.0
France,2003,0.0
France,2002,0.0
France,2001,0.0
France,2000,0.0
France,1999,0.0
France,1998,0.0
France,1997,0.0
France,1996,0.0
France,1995,0.0
Gabon,2012,1.3
Gabon,2011,1.0
Gabon,2010,1.1
Gabon,2009,1.5
Gabon,2008,2.3
Gabon,2007,3.1
Gabon,2006,2.5
Gabon,2005,4.3
Gabon,2004,1.9
Gabon,2003,2.6
Gabon,2002,1.6
Gabon,2001,2.0
Gabon,2000,2.3
Gabon,1999,2.4
Gabon,1998,1.9
Gabon,1997,2.2
Gabon,1996,3.5
Gabon,1995,7.9
Gambia,2012,49.2
Gambia,2011,61.6
Gambia,2010,40.7
Gambia,2009,28.3
Gambia,2008,42.9
Gambia,2007,44.1
Gambia,2006,58.6
Gambia,2005,52.1
Gambia,2004,19.6
Gambia,2003,21.0
Gambia,2002,22.1
Gambia,2001,14.6
Gambia,2000,15.4
Gambia,1999,15.1
Gambia,1998,7.4
Gambia,1997,2.4
Gambia,1996,2.0
Gambia,1995,1.9
Georgia,2012,3.0
Georgia,2011,2.8
Georgia,2010,2.9
Georgia,2009,5.5
Georgia,2008,10.1
Georgia,2007,8.7
Georgia,2006,5.1
Georgia,2005,2.7
Georgia,2004,6.2
Georgia,2003,7.4
Georgia,2002,12.1
Georgia,2001,8.9
Georgia,2000,1.2
Georgia,1999,3.2
Georgia,1998,1.8
Georgia,1997,1.9
Germany,2007,0.0
Germany,2006,0.0
Germany,2005,0.0
Germany,2004,0.0
Germany,2003,0.0
Germany,2002,0.0
Germany,2001,0.0
Germany,2000,0.0
Germany,1999,0.0
Germany,1998,0.0
Germany,1997,0.0
Germany,1996,0.0
Germany,1995,0.0
Ghana,2012,10.9
Ghana,2011,13.2
Ghana,2010,16.3
Ghana,2009,13.1
Ghana,2008,11.0
Ghana,2007,13.0
Ghana,2006,17.9
Ghana,2005,23.6
Ghana,2004,21.4
Ghana,2003,16.5
Ghana,2002,21.6
Ghana,2001,17.8
Ghana,2000,14.3
Ghana,1999,6.9
Ghana,1998,6.5
Ghana,1997,6.4
Ghana,1996,6.9
Ghana,1995,7.3
Grenada,2012,0.7
Grenada,2011,2.9
Grenada,2010,5.7
Grenada,2009,3.9
Grenada,2008,3.8
Grenada,2007,2.4
Grenada,2006,3.3
Grenada,2005,0.9
Grenada,2004,1.1
Grenada,2003,0.0
Grenada,2002,8.4
Grenada,1998,0.6
Grenada,1997,0.7
Grenada,1996,2.2
Grenada,1995,2.3
Guatemala,2012,2.5
Guatemala,2011,2.1
