Cambodia,2010,,(blank),(blank),91.1
Cambodia,2010,Primary,(blank),(blank),72.2
Cambodia,2010,Secondary or higher,(blank),(blank),27.7
Cambodia,2010,(blank),(blank),Q1 (Poorest),83.5
Cambodia,2010,(blank),(blank),Q2,60.0
Cambodia,2010,(blank),(blank),Q3,49.7
Cambodia,2010,(blank),(blank),Q4,42.4
Cambodia,2010,(blank),(blank),Q5 (Richest),23.3
Cambodia,2010,(blank),Rural,(blank),56.1
Cambodia,2005,(blank),Urban,(blank),38.1
Cambodia,2005,,(blank),(blank),91.6
Cambodia,2005,Primary,(blank),(blank),64.9
Cambodia,2005,Secondary or higher,(blank),(blank),21.2
Cambodia,2005,(blank),(blank),Q1 (Poorest),85.3
Cambodia,2005,(blank),(blank),Q2,64.8
Cambodia,2005,(blank),(blank),Q3,52.3
Cambodia,2005,(blank),(blank),Q4,49.0
Cambodia,2005,(blank),(blank),Q5 (Richest),29.9
Cambodia,2000,,(blank),(blank),73.7
Cambodia,2000,Primary,(blank),(blank),48.0
Cambodia,2000,Secondary or higher,(blank),(blank),35.0
Cambodia,2000,(blank),Rural,(blank),54.0
Cambodia,2000,(blank),(blank),Q1 (Poorest),60.1
Cambodia,2000,(blank),(blank),Q2,56.7
Cambodia,2000,(blank),(blank),Q3,60.6
Cambodia,2000,(blank),(blank),Q4,62.0
Cambodia,2000,(blank),(blank),Q5 (Richest),26.6
Cameroon,2004,(blank),(blank),Q1 (Poorest),211.3
Cameroon,2004,(blank),(blank),Q2,192.6
Cameroon,2004,(blank),(blank),Q3,164.6
Cameroon,2004,(blank),(blank),Q4,115.9
Cameroon,2004,(blank),(blank),Q5 (Richest),70.5
Cameroon,2004,,(blank),(blank),244.5
Cameroon,2004,Primary,(blank),(blank),171.2
Cameroon,2004,Secondary or higher,(blank),(blank),78.8
Cameroon,1998,(blank),Rural,(blank),173.6
Cameroon,1998,(blank),(blank),Q1 (Poorest),209.0
Cameroon,1998,(blank),(blank),Q2,198.5
Cameroon,1998,(blank),(blank),Q3,166.1
Cameroon,1998,(blank),(blank),Q4,109.4
Cameroon,1998,(blank),(blank),Q5 (Richest),64.4
Cameroon,1998,,(blank),(blank),237.8
Cameroon,1998,Primary,(blank),(blank),155.2
Cameroon,1998,Secondary or higher,(blank),(blank),85.7
Central African Republic,1994,,(blank),(blank),171.7
Central African Republic,1994,Primary,(blank),(blank),160.3
Central African Republic,1994,Secondary or higher,(blank),(blank),129.7
Central African Republic,1994,(blank),(blank),Q1 (Poorest),175.8
Central African Republic,1994,(blank),(blank),Q2,153.7
Central African Republic,1994,(blank),(blank),Q3,151.4
Central African Republic,1994,(blank),(blank),Q4,178.7
Central African Republic,1994,(blank),(blank),Q5 (Richest),138.8
Chad,2004,,(blank),(blank),213.0
Chad,2004,Primary,(blank),(blank),184.3
Chad,2004,Secondary or higher,(blank),(blank),92.4
Chad,2004,(blank),(blank),Q1 (Poorest),159.7
Chad,2004,(blank),(blank),Q2,215.6
Chad,2004,(blank),(blank),Q3,229.8
Chad,2004,(blank),(blank),Q4,201.1
Chad,2004,(blank),(blank),Q5 (Richest),160.6
Chad,2004,(blank),Urban,(blank),164.4
Chad,1996,(blank),(blank),Q1 (Poorest),197.4
Chad,1996,(blank),(blank),Q2,182.7
Chad,1996,(blank),(blank),Q3,184.0
Chad,1996,(blank),(blank),Q4,208.8
Chad,1996,(blank),(blank),Q5 (Richest),204.2
Chad,1996,,(blank),(blank),206.0
Chad,1996,Primary,(blank),(blank),181.2
Chad,1996,Secondary or higher,(blank),(blank),107.5
Chad,1996,(blank),Rural,(blank),195.2
Colombia,2010,(blank),(blank),Q1 (Poorest),146.7
Colombia,2010,(blank),(blank),Q2,115.9
Colombia,2010,(blank),(blank),Q3,80.0
Colombia,2010,(blank),(blank),Q4,58.7
Colombia,2010,(blank),(blank),Q5 (Richest),31.1
Colombia,2010,,(blank),(blank),261.5
Colombia,2010,Primary,(blank),(blank),219.7
Colombia,2010,Secondary or higher,(blank),(blank),70.6
Colombia,2005,(blank),Rural,(blank),137.8
Colombia,2005,,(blank),(blank),205.8
Colombia,2005,Primary,(blank),(blank),192.5
Colombia,2005,Secondary or higher,(blank),(blank),72.0
Colombia,2005,(blank),(blank),Q1 (Poorest),164.3
Colombia,2005,(blank),(blank),Q2,121.2
Colombia,2005,(blank),(blank),Q3,98.5
Colombia,2005,(blank),(blank),Q4,61.5
Colombia,2005,(blank),(blank),Q5 (Richest),33.5
Colombia,2000,,(blank),(blank),149.4
Colombia,2000,Primary,(blank),(blank),166.8
Colombia,2000,Secondary or higher,(blank),(blank),62.3
Colombia,2000,(blank),Rural,(blank),135.7
Colombia,2000,(blank),(blank),Q1 (Poorest),162.0
Colombia,2000,(blank),(blank),Q2,130.2
Colombia,2000,(blank),(blank),Q3,88.2
Colombia,2000,(blank),(blank),Q4,49.3
Colombia,2000,(blank),(blank),Q5 (Richest),33.6
Colombia,1995,,(blank),(blank),200.4
Colombia,1995,Primary,(blank),(blank),167.7
Colombia,1995,Secondary or higher,(blank),(blank),58.8
Colombia,1995,(blank),(blank),Q1 (Poorest),185.5
Colombia,1995,(blank),(blank),Q2,119.8
Colombia,1995,(blank),(blank),Q3,88.7
Colombia,1995,(blank),(blank),Q4,66.5
Colombia,1995,(blank),(blank),Q5 (Richest),33.0
Comoros,1996,,(blank),(blank),100.2
Comoros,1996,Primary,(blank),(blank),65.9
Comoros,1996,Secondary or higher,(blank),(blank),21.0
Comoros,1996,(blank),(blank),Q1 (Poorest),78.9
Comoros,1996,(blank),(blank),Q2,108.4
Comoros,1996,(blank),(blank),Q3,80.1
Comoros,1996,(blank),(blank),Q4,46.9
Comoros,1996,(blank),(blank),Q5 (Richest),27.4
Congo,2005,(blank),(blank),Q1 (Poorest),186.9
Congo,2005,(blank),(blank),Q2,160.9
Congo,2005,(blank),(blank),Q3,157.2
Congo,2005,(blank),(blank),Q4,102.0
Congo,2005,(blank),(blank),Q5 (Richest),63.8
Congo,2005,,(blank),(blank),189.0
Congo,2005,Primary,(blank),(blank),171.1
Congo,2005,Secondary or higher,(blank),(blank),102.8
Congo,2005,(blank),Urban,(blank),101.5
Côte d’Ivoire,1998,,(blank),(blank),159.1
Côte d’Ivoire,1998,Primary,(blank),(blank),127.5
Côte d’Ivoire,1998,Secondary or higher,(blank),(blank),38.5
Côte d’Ivoire,1998,(blank),(blank),Q1 (Poorest),221.5
Côte d’Ivoire,1998,(blank),(blank),Q2,154.3
Côte d’Ivoire,1998,(blank),(blank),Q3,154.9
Côte d’Ivoire,1998,(blank),(blank),Q4,122.2
Côte d’Ivoire,1998,(blank),(blank),Q5 (Richest),56.6
Côte d’Ivoire,1994,(blank),Urban,(blank),116.7
Côte d’Ivoire,1994,,(blank),(blank),177.3
Côte d’Ivoire,1994,Primary,(blank),(blank),150.4
Côte d’Ivoire,1994,Secondary or higher,(blank),(blank),79.0
Côte d’Ivoire,1994,(blank),(blank),Q1 (Poorest),199.9
Côte d’Ivoire,1994,(blank),(blank),Q2,195.4
Côte d’Ivoire,1994,(blank),(blank),Q3,171.4
Côte d’Ivoire,1994,(blank),(blank),Q4,146.6
Côte d’Ivoire,1994,(blank),(blank),Q5 (Richest),83.5
Democratic Republic of the Congo,2007,,(blank),(blank),175.4
Democratic Republic of the Congo,2007,Primary,(blank),(blank),158.7
Democratic Republic of the Congo,2007,Secondary or higher,(blank),(blank),81.2
Democratic Republic of the Congo,2007,(blank),(blank),Q1 (Poorest),155.6
Democratic Republic of the Congo,2007,(blank),(blank),Q2,159.1
Democratic Republic of the Congo,2007,(blank),(blank),Q3,144.5
Democratic Republic of the Congo,2007,(blank),(blank),Q4,145.1
Democratic Republic of the Congo,2007,(blank),(blank),Q5 (Richest),53.2
Dominican Republic,2007,(blank),(blank),Q1 (Poorest),178.6
Dominican Republic,2007,(blank),(blank),Q2,135.7
Dominican Republic,2007,(blank),(blank),Q3,95.9
Dominican Republic,2007,(blank),(blank),Q4,64.4
Dominican Republic,2007,(blank),(blank),Q5 (Richest),39.0
Dominican Republic,2007,,(blank),(blank),241.2
Dominican Republic,2007,Primary,(blank),(blank),195.8
Dominican Republic,2007,Secondary or higher,(blank),(blank),63.0
Dominican Republic,2002,(blank),(blank),Q1 (Poorest),209.2
Dominican Republic,2002,(blank),(blank),Q2,163.2
Dominican Republic,2002,(blank),(blank),Q3,126.6
Dominican Republic,2002,(blank),(blank),Q4,85.9
Dominican Republic,2002,(blank),(blank),Q5 (Richest),35.7
Dominican Republic,2002,,(blank),(blank),211.2
Dominican Republic,2002,Primary,(blank),(blank),210.8
Dominican Republic,2002,Secondary or higher,(blank),(blank),62.6
Dominican Republic,1999,(blank),Rural,(blank),133.8
Dominican Republic,1999,Primary,(blank),(blank),189.5
Dominican Republic,1999,Secondary or higher,(blank),(blank),44.0
Dominican Republic,1999,(blank),(blank),Q1 (Poorest),172.9
Dominican Republic,1999,(blank),(blank),Q2,152.4
Dominican Republic,1999,(blank),(blank),Q3,103.3
Dominican Republic,1999,(blank),(blank),Q4,67.5
Dominican Republic,1999,(blank),(blank),Q5 (Richest),31.2
Dominican Republic,1996,(blank),Urban,(blank),89.1
Dominican Republic,1996,(blank),(blank),Q1 (Poorest),236.9
Dominican Republic,1996,(blank),(blank),Q2,150.4
Dominican Republic,1996,(blank),(blank),Q3,126.0
Dominican Republic,1996,(blank),(blank),Q4,70.3
Dominican Republic,1996,(blank),(blank),Q5 (Richest),42.4
Dominican Republic,1996,,(blank),(blank),253.5
Dominican Republic,1996,Primary,(blank),(blank),184.4
Dominican Republic,1996,Secondary or higher,(blank),(blank),42.6
Ethiopia,2011,,(blank),(blank),163.8
Ethiopia,2011,Primary,(blank),(blank),61.6
Ethiopia,2011,Secondary or higher,(blank),(blank),17.2
Ethiopia,2011,(blank),Urban,(blank),27.1
Ethiopia,2011,(blank),(blank),Q1 (Poorest),117.7
Ethiopia,2011,(blank),(blank),Q2,123.0
Ethiopia,2011,(blank),(blank),Q3,99.4
Ethiopia,2011,(blank),(blank),Q4,61.7
Ethiopia,2011,(blank),(blank),Q5 (Richest),33.1
Ethiopia,2005,(blank),Rural,(blank),127.7
Ethiopia,2005,,(blank),(blank),155.0
Ethiopia,2005,Primary,(blank),(blank),76.3
Ethiopia,2005,Secondary or higher,(blank),(blank),16.9
Ethiopia,2005,(blank),(blank),Q1 (Poorest),143.2
Ethiopia,2005,(blank),(blank),Q2,130.6
Ethiopia,2005,(blank),(blank),Q3,128.0
Ethiopia,2005,(blank),(blank),Q4,116.0
Ethiopia,2005,(blank),(blank),Q5 (Richest),54.1
Ethiopia,2000,,(blank),(blank),130.4
Ethiopia,2000,Primary,(blank),(blank),88.3
Ethiopia,2000,Secondary or higher,(blank),(blank),39.8
Ethiopia,2000,(blank),Rural,(blank),122.8
Ethiopia,2000,(blank),(blank),Q1 (Poorest),95.6
Ethiopia,2000,(blank),(blank),Q2,124.2
Ethiopia,2000,(blank),(blank),Q3,145.2
Ethiopia,2000,(blank),(blank),Q4,119.9
Ethiopia,2000,(blank),(blank),Q5 (Richest),74.0
Gabon,2000,(blank),(blank),Q1 (Poorest),209.4
Gabon,2000,(blank),(blank),Q2,187.7
Gabon,2000,(blank),(blank),Q3,149.4
Gabon,2000,(blank),(blank),Q4,133.3
Gabon,2000,(blank),(blank),Q5 (Richest),80.0
Gabon,2000,,(blank),(blank),170.4
Gabon,2000,Primary,(blank),(blank),201.5
Gabon,2000,Secondary or higher,(blank),(blank),117.0
Ghana,2008,,(blank),(blank),147.3
Ghana,2008,Primary,(blank),(blank),130.6
Ghana,2008,Secondary or higher,(blank),(blank),40.9
Ghana,2008,(blank),(blank),Q1 (Poorest),122.6
Ghana,2008,(blank),(blank),Q2,97.0
Ghana,2008,(blank),(blank),Q3,82.3
Ghana,2008,(blank),(blank),Q4,60.7
Ghana,2008,(blank),(blank),Q5 (Richest),13.1
Ghana,2003,,(blank),(blank),115.5
Ghana,2003,Primary,(blank),(blank),114.6
Ghana,2003,Secondary or higher,(blank),(blank),49.6
Ghana,2003,(blank),(blank),Q1 (Poorest),132.4
Ghana,2003,(blank),(blank),Q2,106.4
Ghana,2003,(blank),(blank),Q3,103.5
Ghana,2003,(blank),(blank),Q4,59.1
Ghana,2003,(blank),(blank),Q5 (Richest),20.6
Ghana,1998,(blank),Urban,(blank),57.8
Ghana,1998,(blank),(blank),Q1 (Poorest),128.2
Ghana,1998,(blank),(blank),Q2,118.4
Ghana,1998,(blank),(blank),Q3,113.7
Ghana,1998,(blank),(blank),Q4,90.1
Ghana,1998,(blank),(blank),Q5 (Richest),27.3
Ghana,1998,,(blank),(blank),137.4
Ghana,1998,Primary,(blank),(blank),112.2
Ghana,1998,Secondary or higher,(blank),(blank),69.1
Ghana,1993,(blank),Urban,(blank),82.9
Ghana,1993,(blank),(blank),Q1 (Poorest),153.6
Ghana,1993,(blank),(blank),Q2,145.6
Ghana,1993,(blank),(blank),Q3,142.1
Ghana,1993,(blank),(blank),Q4,115.0
Ghana,1993,(blank),(blank),Q5 (Richest),63.2
Ghana,1993,,(blank),(blank),178.9
Ghana,1993,Primary,(blank),(blank),115.1
Ghana,1993,Secondary or higher,(blank),(blank),26.6
Guatemala,1998,,(blank),(blank),218.2
Guatemala,1998,Primary,(blank),(blank),145.3
Guatemala,1998,Secondary or higher,(blank),(blank),45.0
Guatemala,1998,(blank),(blank),Q1 (Poorest),189.1
Guatemala,1998,(blank),(blank),Q2,174.2
Guatemala,1998,(blank),(blank),Q3,125.3
Guatemala,1998,(blank),(blank),Q4,120.0
Guatemala,1998,(blank),(blank),Q5 (Richest),43.9
Guatemala,1998,(blank),Rural,(blank),145.5
Guatemala,1995,,(blank),(blank),212.8
Guatemala,1995,Primary,(blank),(blank),145.7
Guatemala,1995,Secondary or higher,(blank),(blank),47.2
Guatemala,1995,(blank),(blank),Q1 (Poorest),199.5
Guatemala,1995,(blank),(blank),Q2,178.9
Guatemala,1995,(blank),(blank),Q3,142.3
Guatemala,1995,(blank),(blank),Q4,104.6
Guatemala,1995,(blank),(blank),Q5 (Richest),52.8
Guatemala,1995,(blank),Rural,(blank),151.7
Guinea,2005,(blank),Rural,(blank),186.4
Guinea,2005,(blank),(blank),Q1 (Poorest),208.9
Guinea,2005,(blank),(blank),Q2,202.4
Guinea,2005,(blank),(blank),Q3,169.9
Guinea,2005,(blank),(blank),Q4,125.0
Guinea,2005,(blank),(blank),Q5 (Richest),98.3
Guinea,2005,,(blank),(blank),191.7
Guinea,2005,Primary,(blank),(blank),121.4
Guinea,2005,Secondary or higher,(blank),(blank),49.0
Guinea,1999,,(blank),(blank),196.8
Guinea,1999,Primary,(blank),(blank),148.8
Guinea,1999,Secondary or higher,(blank),(blank),54.8
Guinea,1999,(blank),(blank),Q1 (Poorest),208.5
Guinea,1999,(blank),(blank),Q2,218.1
Guinea,1999,(blank),(blank),Q3,215.5
Guinea,1999,(blank),(blank),Q4,171.2
Guinea,1999,(blank),(blank),Q5 (Richest),97.2
Guyana,2009,(blank),Urban,(blank),49.6
Guyana,2009,Primary,(blank),(blank),213.5
Guyana,2009,Secondary or higher,(blank),(blank),87.2
Guyana,2009,(blank),(blank),Q1 (Poorest),221.9
Guyana,2009,(blank),(blank),Q2,111.8
Guyana,2009,(blank),(blank),Q3,104.2
Guyana,2009,(blank),(blank),Q4,46.8
Guyana,2009,(blank),(blank),Q5 (Richest),32.1
Haiti,2005,,(blank),(blank),136.7
Haiti,2005,Primary,(blank),(blank),93.5
Haiti,2005,Secondary or higher,(blank),(blank),37.6
Haiti,2005,(blank),(blank),Q1 (Poorest),105.4
Haiti,2005,(blank),(blank),Q2,80.1
Haiti,2005,(blank),(blank),Q3,81.9
Haiti,2005,(blank),(blank),Q4,69.8
Haiti,2005,(blank),(blank),Q5 (Richest),36.3
Haiti,2000,,(blank),(blank),167.8
Haiti,2000,Primary,(blank),(blank),95.7
Haiti,2000,Secondary or higher,(blank),(blank),37.4
Haiti,2000,(blank),Rural,(blank),99.5
Haiti,2000,(blank),(blank),Q1 (Poorest),95.2
Haiti,2000,(blank),(blank),Q2,97.0
Haiti,2000,(blank),(blank),Q3,100.8
Haiti,2000,(blank),(blank),Q4,87.6
Haiti,2000,(blank),(blank),Q5 (Richest),47.4
Haiti,1994,(blank),Rural,(blank),93.1
Haiti,1994,,(blank),(blank),146.3
Haiti,1994,Primary,(blank),(blank),88.0
Haiti,1994,Secondary or higher,(blank),(blank),31.7
Haiti,1994,(blank),(blank),Q1 (Poorest),105.0
Haiti,1994,(blank),(blank),Q2,115.0
Haiti,1994,(blank),(blank),Q3,88.5
Haiti,1994,(blank),(blank),Q4,91.2
Haiti,1994,(blank),(blank),Q5 (Richest),29.5
Honduras,2005,(blank),(blank),Q1 (Poorest),164.4
Honduras,2005,(blank),(blank),Q2,138.9
Honduras,2005,(blank),(blank),Q3,125.7
Honduras,2005,(blank),(blank),Q4,91.6
Honduras,2005,(blank),(blank),Q5 (Richest),50.6
Honduras,2005,,(blank),(blank),207.0
Honduras,2005,Primary,(blank),(blank),152.8
Honduras,2005,Secondary or higher,(blank),(blank),51.2
India,2005,,(blank),(blank),171.5
India,2005,Primary,(blank),(blank),124.1
India,2005,Secondary or higher,(blank),(blank),56.6
India,2005,(blank),(blank),Q1 (Poorest),149.5
India,2005,(blank),(blank),Q2,131.0
India,2005,(blank),(blank),Q3,106.2
India,2005,(blank),(blank),Q4,76.3
India,2005,(blank),(blank),Q5 (Richest),34.8
Kazakhstan,1999,Secondary or higher,(blank),(blank),44.2
Kazakhstan,1999,(blank),(blank),Q1 (Poorest),54.6
Kazakhstan,1999,(blank),(blank),Q2,46.5
Kazakhstan,1999,(blank),(blank),Q3,41.5
Kazakhstan,1999,(blank),(blank),Q4,50.1
Kazakhstan,1999,(blank),(blank),Q5 (Richest),28.9
Kazakhstan,1995,Secondary or higher,(blank),(blank),65.6
Kazakhstan,1995,(blank),(blank),Q1 (Poorest),114.1
Kazakhstan,1995,(blank),(blank),Q2,51.7
Kazakhstan,1995,(blank),(blank),Q3,87.4
Kazakhstan,1995,(blank),(blank),Q4,47.9
Kazakhstan,1995,(blank),(blank),Q5 (Richest),27.5
Kenya,2008,,(blank),(blank),225.8
Kenya,2008,Primary,(blank),(blank),137.5
Kenya,2008,Secondary or higher,(blank),(blank),44.9
Kenya,2008,(blank),(blank),Q1 (Poorest),171.0
Kenya,2008,(blank),(blank),Q2,120.6
Kenya,2008,(blank),(blank),Q3,93.6
Kenya,2008,(blank),(blank),Q4,102.2
Kenya,2008,(blank),(blank),Q5 (Richest),71.2
Kenya,2003,(blank),(blank),Q1 (Poorest),186.5
Kenya,2003,(blank),(blank),Q2,136.6
Kenya,2003,(blank),(blank),Q3,122.6
Kenya,2003,(blank),(blank),Q4,92.1
Kenya,2003,(blank),(blank),Q5 (Richest),81.8
Kenya,2003,,(blank),(blank),204.2
Kenya,2003,Primary,(blank),(blank),139.1
Kenya,2003,Secondary or higher,(blank),(blank),46.8
Kenya,1998,(blank),Urban,(blank),82.6
Kenya,1998,(blank),(blank),Q1 (Poorest),169.8
Kenya,1998,(blank),(blank),Q2,138.2
Kenya,1998,(blank),(blank),Q3,112.9
Kenya,1998,(blank),(blank),Q4,103.9
Kenya,1998,(blank),(blank),Q5 (Richest),59.8
Kenya,1998,,(blank),(blank),176.0
Kenya,1998,Primary,(blank),(blank),137.6
Kenya,1998,Secondary or higher,(blank),(blank),50.8
Kenya,1993,(blank),Urban,(blank),92.0
Kenya,1993,,(blank),(blank),159.8
Kenya,1993,Primary,(blank),(blank),139.3
Kenya,1993,Secondary or higher,(blank),(blank),63.9
Kenya,1993,(blank),(blank),Q1 (Poorest),161.2
Kenya,1993,(blank),(blank),Q2,126.6
Kenya,1993,(blank),(blank),Q3,119.8
Kenya,1993,(blank),(blank),Q4,123.2
Kenya,1993,(blank),(blank),Q5 (Richest),81.2
Kyrgyzstan,1997,(blank),(blank),Q1 (Poorest),126.9
Kyrgyzstan,1997,(blank),(blank),Q2,82.1
Kyrgyzstan,1997,(blank),(blank),Q3,77.3
Kyrgyzstan,1997,(blank),(blank),Q4,75.0
Kyrgyzstan,1997,(blank),(blank),Q5 (Richest),36.8
Kyrgyzstan,1997,Secondary or higher,(blank),(blank),78.7
Lesotho,2009,(blank),(blank),Q1 (Poorest),134.8
Lesotho,2009,(blank),(blank),Q2,122.1
Lesotho,2009,(blank),(blank),Q3,95.8
Lesotho,2009,(blank),(blank),Q4,74.1
Lesotho,2009,(blank),(blank),Q5 (Richest),61.1
Lesotho,2009,Primary,(blank),(blank),134.7
Lesotho,2009,Secondary or higher,(blank),(blank),65.9
Lesotho,2004,(blank),Rural,(blank),98.9
Lesotho,2004,(blank),(blank),Q1 (Poorest),137.8
Lesotho,2004,(blank),(blank),Q2,121.1
Lesotho,2004,(blank),(blank),Q3,99.8
Lesotho,2004,(blank),(blank),Q4,75.5
Lesotho,2004,(blank),(blank),Q5 (Richest),39.1
Lesotho,2004,Primary,(blank),(blank),110.6
